id,target,description_set,tag
68,郊外,"放松,大,走,吃饭,开放",1
69,螃蟹,"水,新鲜,勺子,农田,吃",1
70,快递员,"电动车,中年,购买,热情,司机,光,男,勤劳",1
71,头晕,"头,生病,医生",1
72,视频,"老师,学生,眼睛,手机,家,脸,老板,工作",1
73,抓,"药,慢",1
74,鱼肉,"冷,家庭主妇,熟,农民,凉,嘴,热,点菜,生,洗,白色,餐厅,叉子,超市,厨师,吃,筷子",1
75,指甲,"脚,轻,保护,方形,手",1
76,头,"肉色,体温,脖子,柔软",1
77,冬季,"过节,孩子,白色,家人,空调",1
78,夏季,"暴雨,空调,台风",1
79,高肌张力,"吃药,肌肉,衣服",1
80,舅舅,"打招呼,怀孕,粗暴,结婚,勤劳,聊天",1
81,洗脚盆,"水龙头,倒出,脚,紫色,圆形,空,轻,开水,大,拿,绿色,毛巾,洗,满,黄色",1
82,老人,"骨质疏松,慈祥,骨折,住院,象棋,杯子,驼背,医生,走,收音机,小区,固执,广场舞",1
83,护工,"整理,家,康复,轮椅,照顾,温柔",1
84,保姆,"围裙,洗碗,爸爸,整理,食物,接送,照顾,女,桌子,陪伴,妈妈,能干,床,椅子,做饭,勤劳,住院,买菜",1
85,男孩,"学习,乖巧,认真,上课,比赛,瘦,男,学校,衣服,鞋子,活泼,调皮",1
86,洗发露,"衣服,凉,涂抹,广告,洗,家人,清新,锻炼,大,头,盆,浴室,泡沫,过敏,售货员,洗漱,头发",1
87,银行,"白色,温度,保安,手,金属,拿,严肃",1
88,刷牙,"手,约会,家,开会,酒店,脸,晚上,牙膏,轻松,起床,牙刷",1
89,跑,"锻炼,快,地面,腿,鞋子,运动场",1
90,草,"营养,公园,种植,轻",1
91,香肠,"蒸,红色,煮,软,中餐,食堂,市场",1
92,树枝,"支撑,细,农民,粗,轻,工人",1
93,广场,"大,广场舞,放松,方形",1
94,衬衣,"轻,滑,洗衣机,香水,家,牛仔",1
95,姑父,"温柔,家人",1
96,老人,"走,糖尿病",1
97,背,"血管,热,驼背,浴室,沐浴露,肉,肉色,护工,玫瑰,白色,医生,冷,肌肉,生病,棕色,骨头,按摩",1
98,站,"椅子,慢",1
99,馒头,"晚上,吃",1
100,邻居,"热情,打扫,朋友,社区,打招呼,出门,上楼,社交,买菜,回家,下楼,善良,孩子",1
101,尝,"餐厅,晚上",1
102,风扇,"有电,冷,塑料,故障,办公室,手,销售员,餐厅,祖母,工人,正常,黑色,吹,圆形,热",1
103,玩手机,"家,放松,回家,儿子,电脑,快,看,举",1
104,吸,"轻松,吃,户外,解渴,慢,多,手,喝,快,家,用力,生病,中毒,少,健康",1
105,长裤,"宽,轻",1
106,手机,"金属,游戏,打开,设计师,有电,朋友,轻松,爸爸,点击,方形,女儿,点心,正常,看,耳朵,日常",1
107,咖啡,"棕色,杯子,工作,喝,倒出,吸,早晨,苦,吸管,深色,液体,打开,黑色",1
108,平底锅,"烹饪,妈妈,干净,小,木头,锅铲,脏,厨师",1
109,血糖仪,"记录,护士,方形,白色,医院,有电,老人,医生,手,光滑,盒子,家人,插头,测量",1
110,花瓶,"冷,放",1
111,医生,"护工,救护车,护士,生病,病人,治疗,家人,勤劳,医院,看病",1
112,桌子,"小,圆形,爸爸,金属,坚硬,办公,大,妈妈,学习",1
113,踢,"重,快",1
114,外公,"杯子,老人机,严肃,收音机,男,照顾,庆祝,家",1
115,屁股,"柔软,打,腿,坐,腰,肉",1
116,推,"轻,门,慢,手,重,胳膊,快,身体",1
117,胳膊,"沙发,医生,舞蹈,拿,难受,生病,健身,肉色,冷,营养,肌肉,锻炼,护工,病人",1
118,酒,"无色,晚餐,老师,客人,吸,酒吧,吸管,喝,厨师,倒出,餐厅,服务员,水",1
119,郊外,"走,绿色,大,放松",1
120,打,"轻,用力,游戏,车,鸡蛋",1
121,吐,"恶心,吃",1
122,水,"售货员,搅拌,老师,音乐,配送员,公司,倒出",1
123,洋葱,"妈妈,刀,看,餐具,硬,嘴,白色,爸爸,孩子,轻,热,吃,凉,祖母,叉子,盘子,辣",1
124,低头,"休息,学习,头,重",1
125,家人,"祖母,姐妹,照顾,少年",1
126,螃蟹,"亲戚,购买,小,水,锅,刀,吃,死,肥",1
127,妻子,"坚强,怀孕,青年",1
128,说话,"嘴,妈妈,同学,祖父",1
129,柠檬,"光滑,售货员,树,榨汁,厨师,摆放,弹性,酸,硬,小,黄色,家人,客人,绿色,营养,液体,切,嘴",1
130,插,"轻,花",1
131,短裤,"穿戴,轻",1
132,发烧,"家人,躺,护工,秋天,呕吐,护士,测量,洗,吃药",1
133,擦,"桌子,脸,慢,苹果,手机,轻,茶几",1
134,洗发露,"头,泡沫,清新,家人,大,洗,涂抹,衣服,内衣",1
135,西瓜,"果汁,榨汁,清新,生",1
136,牙齿,"早晨,食物,医生,看,脏,干净,小,孩子,臭,黑色,脆弱,方形,吃,洗",1
137,年,时间,1
138,女儿,"游戏,车,童话,天真,活泼,工作",1
139,睡衣,"睡觉,穿戴,烘干机,身体,家,薄,脱下,棉,洗衣服",1
140,洗脸,"刷,轻松,干净,起床,出门,手,脸,快,酒店,毛巾,整理,家",1
141,剪,"头发,花园,慢,认真",1
142,咖啡,"苦,工作,棕色",1
143,摇,"轻,船,胳膊",1
144,秋季,"舒服,诗歌,天气",1
145,饼,"主食,烤,无味,重,面粉",1
146,服务员,"商场,经理,酒店,老人,保安,耐心,吃饭",1
147,头发,"小,黑色,洗,卫生间,镜子,轻",1
148,碗,"早晨,家人,保姆",1
149,秒钟,"锻炼,轻,运动场,固体,时间,小,比赛",1
150,蘑菇,"炒,烤,成熟,餐具,生,彩色,农田,餐桌,光滑,家人,小,病菌,切,固体,种植,童话,煮,白色",1
151,脖子,"冷,肌肉,医生,条状,工作,护工,针灸,体温,支撑,设计师,病人,白领,锻炼,肉色",1
152,奶奶,"鱼,生病,聊天,慈祥,老人机",1
153,毛巾,"运动场,洗漱,锻炼,脏,家,薄,轻,家人",1
154,舅妈,"老人,亲戚",1
155,姑父,"严肃,老人,中年,家人,祖母,红包,温柔,善良,男,阿姨",1
156,头绳,"短,化妆,漂亮,祖母,女儿",1
157,写,"学生,老师",1
158,牛肉,"轻,汤,炒,筷子",1
159,雨,"春天,潮湿,风湿病,天气,台风,水,夏天,冷,伞,阴,音乐,电影,暴雨,清新",1
160,茶壶,"空,嘴,客厅,茶,家,棕色,鼻子,冷,重,满,圆形,手,桌子",1
161,药店,"发烧,嘴,蓝色,方形,医疗器械,吃,售货员,药,混凝土,消毒液,金属,冷,病毒,打开,医生",1
162,叔叔,"结婚,嫂子,成熟,妈妈,聚会,懒散,上班,温柔,聊天,侄女,怀孕",1
163,出租车,"黄色,红色,橡胶,回家,晚上,司机,路边,同事,绿色,旅行,同学,旧,金属",1
164,虾,"江河,好吃,孩子,售货员,胖,生,亲戚,细,服务员,钓鱼",1
165,虾,"白色,捕捞,长,农田,钓鱼,黑色,绘画,新鲜,妈妈,好吃,服务员,厨师",1
166,水,"酒吧,音乐,果汁,榨汁,手,解渴,无色,冷,电影院,杯子,搅拌,休息",1
167,茶几,"光,大,家具,客人",1
168,树,"大,重,孩子,农民,亲戚,空气",1
169,树林,"走,空气,绿色,亲戚,工人,遮阳,大",1
170,学校,"交通,自行车,学习,教室",1
171,碗,"新,凉,菜,干净,洗,玻璃,热,服务员,筷子,衣服,微波炉,吃饭,粥,白色,汤,厨师,胃,透明",1
172,敲,"重,教授,学生,轻,打",1
173,咖啡,"杯子,吸,打开,深色,棕色,工作,倒出,黑色,喝,苦",1
174,老鼠,"黑色,叫,生病,小",1
175,外甥女,"回家,学习,假期,叔叔",1
176,沐浴露,"白色,内衣,粘稠,身体,售货员",1
177,洋葱,"辣,打开,食堂,厨房,农民,面条,吃,球形,祖母,刀,孩子",1
178,进,"鞋子,走,袜子,慢,轻",1
179,药店,"医生,蓝色,吃,医疗器械,混凝土,治疗,冷,严肃,药,售货员,医院,发烧,打开,嘴,病毒,金属,方形,消毒液",1
180,后退,"快,鞋子,轻,慢,袜子,走",1
181,吸,"轻松,快,解渴,家,手,中毒,户外,慢,生病,吃",1
182,柠檬,"小,盘子,冷,轻,榨汁,吃,家,固体,球形,硬,绿色,刀,拿,光滑,弹性,调味,生病,水壶",1
183,看,"眼睛,粗略,远,眼镜",1
184,笔,"咬,桌子,写,脆,塑料,手,家,书本,暖",1
185,椅子,"白天,休息,儿子,固体",1
186,大腿,"裤子,柔软,肉色,裙子",1
187,手写板,"黑色,关闭,学习,灰色,方形,电脑,办公室,塑料,老师,写,放,玻璃,手,记录,金属,拿",1
188,母亲,"桌游,魅力,青年,大方,家,直率,上班,跳舞,叔叔,温柔,祖父",1
189,月,"黄色,圆形,重,红色,晚上,固体,球形,天气",1
190,大腿,"抬,体温,裤子,裙子,肉色,柔软,腰",1
191,晴天,"蓝色,热水器,大,光,科学家,热,户外",1
192,笔记本,"轻,暖",1
193,画,"设计师,老师",1
194,吐,"嘴,恶心,生病,喝",1
195,春季,"诗歌,舒服",1
196,床单,"衣服,开放,长,卧室,枕头,折叠",1
197,看,"眼镜,眼睛,认真,粗略",1
198,背,"肌肉,医生",1
199,纸,"开放,家,写,小",1
200,保姆,"住院,床,爸爸,照顾,做饭,洗碗,食物,家,陪伴,桌子,围裙",1
201,打电话,"表达,公司,听",1
202,葡萄,"水果店,餐桌,农田",1
203,雷电,"电影,危险",1
204,拍,"手,屁股,快",1
205,笔记本电脑,"上网,女儿,儿子,学习",1
206,书店,"图书馆,拥挤,读,木头,手,下雨,咖啡,晴天",1
207,售货员,"逛街,客人,青年",1
208,家人,"老人,青年,暖,过节,幼年,中年,兄弟,回家,妈妈,童年,照顾",1
209,被子,"食物,大,豆腐,棉,睡觉,卧室,白色,重,方形,捏",1
210,吹风机,"化妆,理发师,拿",1
211,矫正板,"塑料,医院,方形,护士,医疗器械,腿",1
212,喷嚏,"生病,医生",1
213,轮椅,"坚硬,车祸,坐,轻,重,旅行,小,椅子,橡胶,医疗器械,金属,冷,大,银色",1
214,羊肉,"嘴,晚餐,熟,勺子,筷子,市场,棕色,客人,烧烤,香,干,汽车,炒,小,大,热,叉子",1
215,午睡,"中午,办公室,枕头,浅,躺,桌子,手,腿,脑袋,被子,眼睛,床,锻炼,深,家,身体",1
216,香肠,"煮,吃",1
217,分钟,"视频,电影,手机,汽车,电脑,快,手表,地铁,司机",1
218,西兰花,"脆,白色,餐具,小,煮,固体,朋友,沙拉,健身,农民",1
219,鱼,"捕捞,小,买菜,条状",1
220,芒果,"成熟,小贩,绿色,红色,吃饭,去除",1
221,刷牙,"轻松,酒店,开会",1
222,餐巾,"轻,手,捏,白色,冷,开放,方形,桌子,吃饭,棉",1
223,煮锅,"做饭,柱状,胃,饿,中午,冰箱,鸡,嘴,汤,牛,重,大,祖母",1
224,青椒,"促进,脆,农民,烤,煮,厨师,青年,青色,农田,辣,餐桌,生,暖",1
225,清洁工,"酒店,下班,老人,经理,中年,玻璃,商场,餐厅",1
226,浴缸,"毛巾,病菌",1
227,穿鞋,"脚,快,锻炼,早晨,穿戴,家,手,出门",1
228,书架,"手,文学,整理,设计师,玻璃,装修,读,放",1
229,按摩,"医院,暖,舒服,按摩,中医",1
230,街,"吃,音响,工人,走,腿,开放,水泥,方形,灰色,香",1
231,抬头,"上课,快,重,慢,脖子,头",1
232,爷爷,"骨折,保姆,祖母,生病,固执",1
233,白菜,"妈妈,脆",1
234,摇,"锻炼,轻,床,树,用力,胳膊",1
235,邻居,"打扫,上班,走,朋友",1
236,踢,"腿,快",1
237,茶壶,"桌子,鼻子,冷,茶,棕色,家,圆形,嘴,空,重",1
238,吸,"户外,少",1
239,牛油果,"厨房,女儿,成熟,水果店,手,爸爸,农民,商场",1
240,广场,"跳舞,开放",1
241,血压仪,"胳膊,医院,测量,重,医疗器械",1
242,耳机,"电脑,金属,汽车,冷,白色,条状,办公室,轻,轻松",1
243,进,"轻,走,慢,快,袜子,鞋子",1
244,树枝,"绘画,长,剪,重,路边,粗,大,地面,叶子,花,细,鸟,粗糙,孩子,棕色",1
245,冰箱,"方形,正常,爸爸,胃,故障,打开,做饭,香,白色",1
246,穿衣服,"身体,起床,手,早晨,家,快,出门",1
247,邻居,"朋友,打扫,社区,物业,走,善良,上班,热情,上楼,买菜,下楼,回家,打招呼,出门,社交",1
248,看书,"手,图书馆,快,椅子,慢,放松,沙发,看,桌子,记录,眼睛",1
249,鸡蛋,"盘子,刀,咸,锅,服务员,厨房",1
250,狗,"孩子,公园,黄色,白色,斑点,邻居,咬",1
251,茄子,"农民,凉,餐桌,拍照,厨师,成熟,紫色,轻,圆形,生,白色,市场,农田,朋友,软,食物,熟",1
252,吞,"餐厅,用力,饭,快,吃药,吃,嘴",1
253,停车场,"亲戚,车祸,同事,汽车,家人,路边,开车,妈妈",1
254,雨,"天气,无色,科学家,夏天,阴,大,台风,潮湿,伞,清新,轻,春天,电影",1
255,摇,"床,用力,树,船,锻炼,轻,胳膊",1
256,门口,"木头,外卖,室友,柜子,陶瓷,鞋子,凉爽",1
257,牙刷,"衣服,广告,孩子,塑料,旧",1
258,出门,"吃饭,穿戴,社交,晴天,汽车,锻炼,车,脚,腿,地铁,走,坐车,开车",1
259,云,"固体,天气",1
260,毛巾,"室友,盆,热,脏,折叠,衣架,户外,薄,虫子,锻炼,香皂,病毒,水",1
261,矫正板,"大,方形,骨折,护士,冷,塑料,医生",1
262,白菜,"祖父,圆形,祖母,买菜,妈妈,商场,嘴,儿子",1
263,花,"种植,香,工人,漂亮,公园,光,看,花园,森林,轻",1
264,雾,"汽车,司机",1
265,洗发露,"头,内衣,柱状,衣服,揉搓,泡沫,广告,洗澡,大,涂抹,凉,小,过敏,毛巾",1
266,年,时间,1
267,牛奶,"喝,保姆,营养,解渴,酒吧,做饭,吃饭",1
268,工作,"手,汽车,慢,电脑,办公室",1
269,高肌张力,"家,病人,吃药,看病,衣服,医生",1
270,闻,"早餐,食物,零食,饭,盘子,菜,臭,鼻子,晚餐",1
271,牙刷,"塑料,浴室,病菌,细,白色,孩子,新,牙齿,柔软,衣服,售货员,嘴,舌头,刷,小,轻,旧,晚上",1
272,牛油果,"小贩,盘子,沙拉,绿色,凉,健身,爸爸,餐具,棕色,软,吃,轻,打开,商场,农民,水果店,去除,嘴",1
273,火龙果,"球形,饭后,重,吃,去皮,果园,爸爸,榨汁,成熟,水果店,白色,下午茶,凉",1
274,树林,"亲戚,小,绿色,农民,孩子,空气,家人,走,遮阳",1
275,剪,"慢,快,花园",1
276,领带,"脖子,脱下",1
277,夏季,"冬天,甜品,夏天,裙子,锻炼,西瓜,春天,台风,热,秋天,休息,吹,空调",1
278,洗脚盆,"倒出,手,拿,圆形",1
279,口袋,"大,妈妈,布料,叔叔,裤子,衣服,小,棉,祖父,祖母,满,白色,黑色,阿姨,空,爸爸",1
280,茶几,"干净,客人,木头,办公,放,白天",1
281,手腕,"胳膊,体温,肉,肉色,柔软",1
282,出租车,"早晨,路边,慢,小,红色,司机,晚上,开车,大,绿色,金属",1
283,火龙果,"去皮,爸爸,榨汁",1
284,运动鞋,"教练,穿戴,跑步,小,儿子,锻炼,柔软,大,爸爸,比赛,运动场,祖父,脱下,健康",1
285,公共汽车,"金属,白色,交通,方形,坚硬,橡胶",1
286,帽子,"装饰,出门,比赛,暖,秋天,祖父,头,爸爸,头发",1
287,洗澡,"起床,快,晚上,轻松,慢,毛巾,身体",1
288,葡萄,"紫色,绿色,吃饭,农民,甜品,生,餐桌,榨汁,餐具,农田",1
289,女人,"开朗,爸爸,妈妈,天真,桌游,坚硬,袜子,玩耍,微波炉,衣柜,书本,内衣,卫生巾,成长,丝袜,腼腆,坚强",1
290,老师,"温柔,学习,耐心,学校,电脑,作业,开会,善良",1
291,土豆,"黄色,勺子,祖母",1
292,背包,"学生,学校,同学,上班,白领,旅行",1
293,梨,"热,摆放,售货员,吃饭,甜,家,盘子,孩子,水壶,切",1
294,锻炼,"晚上,腿,脚,早晨,轻松,锻炼,用力,司机,身体,鞋子,手,健康,努力,运动场",1
295,饼干,"黄色,面粉,吃,轻,烤箱,嘴,小麦",1
296,姐妹,"兄弟,漫画,同事,直率,玩耍,童年,结婚",1
297,客厅,"轮椅,盆栽,电视,伞,凉爽,沙发,家,鞋子",1
298,墙壁,"门,重",1
299,蟑螂,"小,拿,女儿,厨房,凉,虫子,轻,脚,光滑,突然,整理,爬",1
300,梨,"掉落,固体,刀,变质,员工,软,售货员,冷,水壶,小,热,盘子,吃饭,摆放,重,老师",1
301,看书,"沙发,桌子,认真",1
302,擦,"轻,餐厅,苹果,慢,桌子,茶几,手机",1
303,中药,"家人,衣服,护士,孩子,皮肤,医生,杯子,生病,朋友,发烧,吃药,碗,同事,治疗",1
304,电梯,"轮椅,公司,家人,下楼,上楼,小,担架,卧室",1
305,丈夫,"爸爸,温柔,怀孕,懒散,工作,上班,家,粗暴,妈妈,女儿,孩子",1
306,牙齿,"医院,舌头,脆弱",1
307,外卖员,"热心,员工,小区,厨师",1
308,嚼,"喝,肉,重,早晨,吃,食堂,晚上,餐厅,慢",1
309,商店,"过节,混凝土,拿,售货员,关闭,工人,购买,金属",1
310,婶婶,"侄子,结婚,亲戚,妈妈",1
311,镜子,"早晨,坚硬,爸爸,化妆,搬家,洗,塑料,整理,客厅,毛巾,小,家具,固体,衣服,晚上",1
312,月亮,"晴天,光,大,晚上,重,约会,白色,黄色",1
313,黄瓜,"刀,水果,市场,勺子,叉子,洗,手,酸,小,条状,蔬菜,煮,客人",1
314,可乐,"吃饭,客人,甜,喝,同学,家人,液体,瓶子,冰,吸管,解渴,凉,吸,服务员,夏天",1
315,车,"坚硬,交通,黑色,玻璃,金属,方形,大,橡胶",1
316,青菜,"厨房,生,食物,农田,煮,健康,兔子,固体",1
317,茶几,"干净,吃饭,家庭主妇,爸爸,玻璃,白天,办公,家具,坚硬,圆形,休息,金属,木头,放,女儿,固体,杯子,棕色",1
318,书架,"重,工人,木头,文学,玻璃,手,大,学习,室内,读,块状,设计师,桌子",1
319,午睡,"办公室,中午,腿,家,手,深,床,枕头",1
320,鱼肉,"大,片状,餐厅,西餐,客人,手,火车,蒸,块状,甜",1
321,剪,"慢,花园,快,认真,工人",1
322,姐妹,"坚硬,朋友,幽默,看病",1
323,浴缸,"爸爸,毛巾,家具,坚硬,白色,下雨,妈妈,厕所,凉,盆,光,儿子,身体,陶瓷",1
324,阴天,"孩子,黑色,户外,灰色,妈妈,家人",1
325,洗手池,"手,洗衣服,家,关闭,光,抹布,刷,宽,脆,臭,家人,头发,洗漱",1
326,眼睛,"体温,脸,近,电视,看,白色,眼镜",1
327,毛巾,"运动员,病毒,干净,洗漱,小,锻炼,湿",1
328,窗户,"卧室,方形,卫生间,火车,塑料,家具,妈妈,衣服,家人,眼睛,搬家,女儿,凉",1
329,洗衣机,"插头,方形,金属,衣服,光滑,厕所,有电,袜子,被子",1
330,腿,"营养,模特,夏天,受伤,康复,肉色,条状,病人,骑车,粗,支撑",1
331,豆角,"熟,条状,农田,厨师,咸,嫩,餐桌,长,市场,卡通,轻,农民,脆,种植,打开,家人",1
332,医生,"生病,护士,看病,手术,病人,护工,勤劳,医院,家人",1
333,笔,"咬,脆,塑料,暖,纸,工位,小,拿,手,书本,黑色,家,桌子",1
334,屁股,"肉色,腰,柔软,坐,打,体温,肉,腿",1
335,拖鞋,"休息,客厅,橡胶,卧室,室友,轻,软,睡觉,棉,舒服,穿戴",1
336,皮鞋,"洗,白领",1
337,桌子,"腿,衣服,女儿,重,餐具,妈妈,白天,沙发,办公,文学,家,搬家,木头,家人",1
338,女人,"天真,妇科,成长,桌游,爸爸,开朗,外套,裤子,上衣,妈妈,洗衣机,学习,装饰,善良,电影,地铁,照顾",1
339,秋季,"诗歌,舒服,凉爽",1
340,面包,"牛奶,嘴,甜品,烤箱,烤",1
341,剃须刀,"家,脸,打开,洗,关闭,购买,小,爸爸,卫生间,金属,塑料,同学,理发师,长,厕所,整理,黑色",1
342,春季,"旅行,春天,诗歌,暖,裙子,天气,舒服",1
343,中午,"孩子,厨师,被子,热",1
344,口袋,"黑色,布料,大,满,爸爸,阿姨,轻,小,衣服",1
345,指甲,"小,手,病菌,方形,透明,营养,剪,脚",1
346,转身,"快,生病,运动场,扭动",1
347,学生,"读书,妈妈,懒散,作业,学习,书本,少年,光,爸爸,学校,上课,辅导",1
348,护理中心,"康复,花园,照顾,陪伴",1
349,出门,"穿戴,走,社交,交通",1
350,纸巾,"木头,暖,洗,桌子,手,捏,白色,轻,毛巾,嘴,方形,火锅,香,小,竹子",1
351,筷子,"打开,嘴,轻,面条",1
352,矫正板,"冷,护士",1
353,小孩,"妈妈,牙齿,天真,可爱,动画片,乖巧,纸尿裤,青年,看病",1
354,西瓜,"家人,种植,厨师,凉,成熟,圆形,固体,朋友",1
355,尝,"菜,晚上,吃,食堂,中午,点心,早晨,餐厅",1
356,回家,"休息,走,轻松",1
357,地板,"脚,沙发,病菌,方形,茶几",1
358,血压仪,"护士,重,测量,胳膊,冷,医生,老人,大,金属,白色,医疗器械,医院",1
359,后退,"鞋子,慢",1
360,蛋糕,"叉子,黄色,暖,面粉,甜,营养,牛奶,甜品,块状",1
361,青椒,"调味,熟,暖,小,成熟,餐具,轻,农田,烤,厨房,餐桌,厨师,固体,辣,食物,脆",1
362,马桶,"毛巾,打开,家人,臭,关闭,光",1
363,樱桃,"小,厨房,沙拉,酸,冷,球形,客人,黄色,固体,家",1
364,沐浴露,"水,挤出,柱状,内衣,家人,锻炼,流动",1
365,锻炼,"早晨,晚上,身体,用力,脚,鞋子,健康,轻松,手",1
366,拍,"脸,轻,西瓜,屁股",1
367,夏季,"台风,暴雨,锻炼,海边,冬天,春天,秋天,裙子,吹,休息,甜品,中暑",1
368,郊外,"走,大,吃饭",1
369,狗,"动画片,卡通,孩子,叫",1
370,蛋糕,"营养,块状,盘子,牛奶,烤,大,烤箱,重,面粉,聚会,吃,甜,暖,黄色,柱状",1
371,胳膊,"体温,收回,病人",1
372,毛巾,"虫子,开放,干,衣架,脸",1
373,青椒,"厨房,轻,炒,青年",1
